generacion	nodo	recorrido					ciudades
2			3		109.72348596627488			[1, 23, 18, 12, 3, 17, 20, 14, 10, 19, 11, 8, 15, 6, 13, 22, 4, 25, 24, 2, 21, 16, 9, 5, 7, 1]
2			4		112.34142684436537			[1, 23, 17, 14, 11, 2, 6, 8, 9, 7, 22, 25, 24, 20, 19, 16, 10, 15, 5, 13, 12, 21, 3, 18, 4, 1]
2			5		113.29698043157207			[1, 2, 13, 22, 24, 9, 4, 16, 5, 3, 18, 6, 10, 15, 25, 23, 20, 11, 17, 8, 7, 19, 14, 21, 12, 1]
2			6		113.32383511423278			[1, 21, 22, 11, 10, 5, 2, 18, 14, 6, 4, 7, 3, 25, 19, 24, 16, 15, 20, 12, 23, 17, 9, 8, 13, 1]
2			7		114.11631819634133			[1, 23, 17, 22, 11, 2, 6, 7, 9, 5, 12, 25, 24, 20, 19, 10, 13, 15, 21, 16, 14, 8, 3, 18, 4, 1]
2			8		115.06060939756871			[1, 12, 24, 11, 2, 21, 10, 18, 13, 6, 14, 22, 20, 25, 19, 15, 16, 9, 4, 7, 23, 17, 5, 8, 3, 1]
2			9		115.87391513845333			[1, 11, 22, 3, 6, 16, 14, 12, 9, 8, 17, 20, 2, 10, 18, 5, 7, 15, 19, 4, 13, 25, 21, 23, 24, 1]
2			10		116.56999702265394			[1, 25, 24, 14, 22, 15, 10, 23, 18, 7, 19, 20, 21, 11, 4, 2, 17, 9, 16, 8, 13, 3, 5, 6, 12, 1]
2			11		117.29188683890918			[1, 23, 21, 24, 19, 2, 11, 6, 13, 4, 20, 22, 12, 18, 3, 25, 8, 5, 15, 16, 14, 9, 10, 7, 17, 1]
2			12		117.91936010373502			[1, 23, 4, 20, 21, 10, 5, 7, 22, 9, 13, 6, 12, 17, 8, 15, 14, 18, 24, 25, 19, 2, 3, 16, 11, 1]
2			13		118.2476534391859			[1, 22, 25, 2, 4, 9, 16, 5, 24, 13, 17, 6, 7, 10, 8, 12, 3, 11, 18, 21, 23, 15, 19, 14, 20, 1]
2			14		120.04860447439911			[1, 5, 14, 10, 19, 20, 25, 22, 17, 13, 11, 7, 18, 2, 23, 12, 24, 3, 15, 9, 6, 4, 21, 16, 8, 1]
2			15		120.24464651878668			[1, 23, 11, 15, 19, 20, 7, 17, 25, 24, 3, 9, 12, 6, 21, 22, 13, 8, 10, 16, 14, 5, 2, 18, 4, 1]
2			16		120.42777274216292			[1, 23, 4, 12, 21, 17, 5, 14, 10, 25, 6, 16, 15, 9, 8, 22, 18, 13, 24, 20, 19, 2, 3, 11, 7, 1]
2			17		120.4394026356903			[1, 21, 22, 18, 24, 8, 4, 16, 5, 3, 25, 20, 10, 15, 6, 23, 11, 2, 17, 9, 7, 19, 14, 12, 13, 1]
2			18		120.66346793899608			[1, 2, 13, 22, 24, 8, 4, 16, 5, 3, 18, 20, 10, 15, 6, 23, 11, 25, 17, 9, 7, 19, 14, 21, 12, 1]
2			19		121.10075664570937			[1, 12, 13, 11, 10, 5, 2, 18, 14, 6, 4, 22, 21, 25, 19, 24, 16, 15, 20, 7, 23, 17, 9, 8, 3, 1]
2			20		121.44687021883256			[1, 4, 7, 20, 25, 8, 14, 18, 24, 9, 5, 6, 10, 17, 12, 13, 2, 23, 21, 22, 16, 15, 19, 11, 3, 1]
2			21		121.48993055246495			[1, 2, 11, 15, 19, 20, 7, 17, 25, 24, 3, 9, 14, 6, 12, 22, 13, 8, 10, 16, 23, 5, 21, 18, 4, 1]
2			22		122.64239149529568			[1, 3, 18, 23, 5, 17, 22, 4, 13, 24, 20, 8, 14, 7, 15, 2, 10, 16, 9, 11, 19, 12, 21, 25, 6, 1]
2			23		123.39453940373559			[1, 4, 17, 6, 3, 19, 21, 8, 2, 20, 24, 18, 7, 9, 15, 22, 10, 16, 11, 23, 12, 5, 14, 13, 25, 1]
2			24		123.57234506793304			[1, 20, 18, 6, 13, 21, 4, 11, 7, 2, 22, 14, 10, 8, 3, 5, 16, 23, 15, 12, 19, 25, 24, 9, 17, 1]
2			25		123.5995074077725			[1, 9, 25, 16, 20, 24, 23, 22, 5, 12, 6, 14, 21, 4, 13, 18, 11, 17, 7, 10, 3, 8, 15, 2, 19, 1]
2			26		123.67567582671415			[1, 9, 18, 23, 5, 17, 22, 4, 16, 3, 20, 8, 13, 7, 15, 2, 10, 6, 14, 11, 19, 12, 21, 25, 24, 1]
2			27		123.79725898760283			[1, 5, 18, 15, 19, 21, 20, 4, 8, 17, 12, 7, 22, 6, 13, 14, 24, 25, 3, 2, 10, 16, 9, 11, 23, 1]
2			28		123.82649274364883			[1, 17, 6, 21, 19, 24, 2, 7, 9, 5, 14, 10, 20, 8, 12, 15, 13, 16, 4, 25, 23, 18, 3, 22, 11, 1]
2			29		123.88964402067563			[1, 7, 17, 22, 6, 2, 19, 4, 20, 5, 12, 18, 24, 23, 3, 10, 13, 8, 9, 16, 14, 21, 25, 15, 11, 1]
2			30		123.95553342979179			[1, 21, 25, 16, 20, 22, 23, 14, 5, 15, 6, 19, 24, 4, 13, 18, 11, 17, 7, 10, 3, 8, 9, 2, 12, 1]
2			31		124.12857113444002			[1, 22, 25, 6, 2, 23, 19, 13, 9, 4, 14, 24, 16, 3, 12, 21, 5, 20, 11, 10, 18, 15, 7, 8, 17, 1]
2			32		124.35712567083513			[1, 5, 10, 17, 9, 23, 4, 3, 7, 21, 11, 15, 16, 14, 6, 8, 20, 25, 12, 18, 13, 22, 24, 2, 19, 1]
2			33		124.52619688096188			[1, 22, 25, 16, 2, 3, 17, 14, 18, 12, 6, 19, 24, 4, 13, 21, 11, 20, 7, 10, 23, 5, 9, 8, 15, 1]
2			34		124.68881496246122			[1, 12, 25, 2, 14, 23, 7, 24, 11, 3, 16, 9, 13, 21, 4, 8, 18, 19, 22, 20, 17, 15, 6, 5, 10, 1]
2			35		124.78777293569836			[1, 23, 22, 2, 19, 20, 24, 4, 14, 8, 16, 17, 18, 10, 5, 7, 21, 3, 11, 9, 6, 13, 12, 25, 15, 1]
2			36		125.81377401030815			[1, 12, 25, 17, 14, 19, 20, 22, 2, 15, 18, 11, 24, 5, 13, 6, 4, 9, 21, 23, 10, 7, 16, 8, 3, 1]
2			37		125.87573341815941			[1, 14, 4, 15, 22, 19, 13, 10, 25, 7, 5, 23, 12, 20, 8, 21, 16, 6, 2, 24, 18, 3, 17, 9, 11, 1]
2			38		126.08140768472107			[1, 9, 2, 20, 17, 5, 7, 14, 18, 11, 16, 15, 19, 6, 10, 23, 22, 12, 3, 4, 8, 25, 21, 13, 24, 1]
2			39		126.09302355723226			[1, 11, 25, 22, 23, 17, 20, 19, 9, 18, 21, 10, 14, 8, 5, 6, 7, 16, 4, 24, 15, 2, 3, 12, 13, 1]
2			40		127.30289522026146			[1, 4, 17, 6, 20, 2, 25, 18, 14, 3, 7, 21, 12, 22, 15, 11, 23, 24, 10, 5, 9, 16, 13, 8, 19, 1]
2			41		128.08128698806166			[1, 25, 8, 13, 2, 16, 6, 3, 15, 9, 19, 18, 17, 12, 4, 24, 22, 14, 5, 23, 21, 20, 10, 7, 11, 1]
2			42		128.42402077851764			[1, 17, 4, 20, 21, 10, 5, 7, 13, 25, 6, 22, 12, 9, 8, 15, 14, 18, 24, 16, 19, 2, 3, 23, 11, 1]
2			43		128.5796409135416			[1, 23, 3, 14, 24, 19, 21, 13, 7, 5, 25, 18, 6, 8, 15, 22, 4, 16, 2, 11, 10, 9, 20, 17, 12, 1]
2			44		128.8561147218483			[1, 3, 25, 17, 14, 19, 20, 22, 2, 12, 18, 11, 10, 5, 13, 6, 4, 9, 21, 23, 16, 7, 24, 8, 15, 1]
2			45		128.8940865125219			[1, 5, 21, 24, 19, 2, 11, 6, 13, 4, 20, 22, 12, 18, 3, 25, 8, 17, 15, 16, 14, 9, 10, 7, 23, 1]
2			46		128.90740297062567			[1, 18, 14, 15, 19, 20, 25, 22, 17, 24, 11, 7, 9, 6, 21, 12, 13, 3, 10, 16, 23, 5, 2, 4, 8, 1]
2			47		129.00982434823518			[1, 22, 13, 20, 5, 4, 23, 19, 21, 12, 7, 3, 2, 6, 17, 24, 15, 9, 8, 11, 18, 25, 10, 16, 14, 1]
2			48		129.19930215939482			[1, 9, 19, 8, 4, 23, 20, 22, 6, 3, 16, 14, 21, 2, 11, 24, 13, 18, 25, 5, 7, 15, 17, 12, 10, 1]
2			49		129.57075385169975			[1, 11, 6, 21, 19, 24, 2, 7, 9, 5, 14, 10, 20, 8, 12, 15, 13, 16, 4, 17, 23, 18, 3, 22, 25, 1]
2			50		129.8488163523132			[1, 9, 6, 25, 2, 3, 17, 22, 18, 4, 14, 24, 16, 10, 11, 21, 12, 20, 13, 15, 23, 5, 7, 8, 19, 1]
2			51		130.05699274327657			[1, 10, 9, 22, 20, 19, 25, 18, 17, 3, 7, 21, 16, 2, 15, 11, 23, 24, 6, 5, 14, 13, 4, 8, 12, 1]
2			52		130.3386738779855			[1, 9, 6, 5, 4, 23, 19, 24, 7, 3, 13, 14, 21, 25, 11, 22, 16, 20, 8, 10, 18, 15, 2, 12, 17, 1]
2			53		131.0318778004739			[1, 23, 22, 12, 19, 2, 24, 18, 14, 9, 15, 6, 10, 17, 5, 4, 21, 3, 11, 25, 7, 8, 20, 16, 13, 1]
2			54		131.57326298761686			[1, 23, 17, 11, 9, 6, 14, 8, 7, 22, 25, 20, 12, 15, 24, 16, 10, 19, 5, 2, 3, 21, 18, 13, 4, 1]
2			55		132.06740820550635			[1, 20, 17, 16, 6, 11, 7, 8, 19, 22, 25, 14, 12, 15, 24, 9, 10, 23, 5, 2, 3, 21, 18, 13, 4, 1]
2			56		132.1702330365913			[1, 23, 17, 16, 6, 11, 7, 8, 19, 24, 15, 14, 25, 18, 3, 9, 12, 21, 10, 2, 4, 20, 22, 13, 5, 1]
2			57		132.41327501471105			[1, 2, 25, 17, 14, 19, 20, 22, 15, 3, 18, 11, 24, 5, 13, 6, 4, 9, 21, 23, 10, 7, 16, 8, 12, 1]
2			58		132.51318042534612			[1, 3, 9, 8, 2, 15, 20, 4, 22, 18, 23, 24, 12, 5, 11, 25, 14, 7, 10, 6, 21, 16, 13, 19, 17, 1]
2			59		132.55086416480117			[1, 23, 10, 6, 4, 19, 21, 8, 2, 20, 24, 18, 7, 9, 15, 22, 13, 16, 11, 3, 12, 5, 14, 17, 25, 1]
2			60		132.61616406931122			[1, 11, 9, 22, 24, 19, 23, 13, 21, 5, 17, 18, 3, 2, 15, 7, 4, 16, 6, 20, 14, 25, 10, 8, 12, 1]
2			61		133.50668507867437			[1, 21, 22, 18, 17, 3, 20, 16, 2, 12, 25, 11, 24, 5, 13, 6, 14, 9, 4, 23, 10, 7, 19, 8, 15, 1]
2			62		133.64390165164394			[1, 23, 17, 22, 6, 2, 19, 7, 20, 5, 12, 18, 24, 11, 3, 10, 13, 8, 9, 16, 14, 21, 25, 15, 4, 1]
2			63		133.64610805141035			[1, 11, 2, 21, 19, 5, 7, 14, 9, 24, 16, 10, 20, 6, 12, 23, 22, 15, 4, 17, 8, 18, 3, 13, 25, 1]
2			64		133.80295714010478			[1, 3, 8, 2, 14, 16, 6, 25, 15, 9, 19, 18, 13, 21, 4, 24, 22, 5, 20, 23, 17, 11, 10, 7, 12, 1]
2			65		133.84850422838306			[1, 17, 7, 20, 21, 10, 4, 5, 22, 8, 6, 15, 13, 18, 12, 25, 14, 19, 24, 9, 11, 2, 3, 23, 16, 1]
2			66		133.92013322190522			[1, 17, 4, 7, 10, 19, 2, 25, 24, 16, 5, 23, 14, 20, 8, 3, 22, 6, 18, 12, 21, 15, 13, 9, 11, 1]
2			67		133.95077349817646			[1, 25, 3, 2, 8, 21, 5, 9, 24, 6, 17, 13, 20, 19, 18, 23, 12, 16, 22, 15, 4, 10, 14, 7, 11, 1]
2			68		134.27768400880913			[1, 3, 25, 17, 13, 21, 7, 24, 11, 2, 22, 14, 10, 8, 16, 5, 18, 23, 15, 12, 20, 4, 6, 9, 19, 1]
2			69		135.33626851794293			[1, 22, 25, 20, 4, 13, 14, 2, 15, 10, 17, 5, 24, 12, 8, 6, 19, 9, 21, 3, 23, 18, 7, 11, 16, 1]
2			70		135.53474373039495			[1, 7, 10, 6, 3, 19, 21, 8, 2, 20, 24, 13, 25, 9, 18, 23, 12, 16, 22, 15, 4, 5, 14, 17, 11, 1]
2			71		135.62505962431683			[1, 3, 18, 15, 24, 21, 20, 23, 8, 17, 12, 5, 22, 6, 13, 25, 4, 19, 14, 2, 10, 16, 9, 11, 7, 1]
2			72		136.15270997729448			[1, 25, 16, 15, 7, 8, 14, 3, 13, 12, 5, 22, 19, 20, 18, 21, 10, 6, 2, 9, 24, 11, 17, 4, 23, 1]
2			73		136.5424640902346			[1, 18, 3, 23, 2, 21, 5, 8, 24, 25, 17, 13, 20, 6, 19, 15, 12, 9, 22, 7, 4, 10, 14, 16, 11, 1]
2			74		136.84654895221175			[1, 3, 2, 15, 22, 19, 7, 14, 18, 11, 5, 23, 12, 20, 10, 21, 16, 6, 24, 4, 8, 25, 17, 9, 13, 1]
2			75		136.92906736235554			[1, 4, 10, 6, 3, 19, 7, 8, 2, 20, 24, 14, 25, 18, 15, 9, 13, 16, 11, 23, 12, 5, 22, 17, 21, 1]
2			76		136.96083898136894			[1, 23, 13, 2, 18, 4, 9, 14, 21, 12, 17, 3, 7, 6, 5, 24, 15, 22, 8, 20, 19, 25, 10, 16, 11, 1]
2			77		137.2267161321269			[1, 4, 13, 2, 18, 9, 20, 14, 21, 12, 23, 3, 7, 5, 11, 24, 15, 22, 8, 6, 19, 25, 10, 16, 17, 1]
2			78		137.60197096746887			[1, 4, 24, 22, 5, 21, 20, 19, 8, 3, 7, 9, 2, 23, 17, 15, 25, 16, 14, 11, 18, 6, 10, 12, 13, 1]
2			79		137.70323318822543			[1, 4, 24, 8, 2, 21, 20, 19, 22, 3, 23, 9, 12, 5, 17, 15, 25, 7, 10, 11, 18, 6, 13, 16, 14, 1]
2			80		137.8689085340483			[1, 22, 24, 12, 5, 21, 10, 19, 8, 3, 7, 9, 2, 23, 17, 15, 25, 13, 4, 11, 18, 6, 20, 16, 14, 1]
2			81		138.4268309659624			[1, 12, 19, 8, 21, 23, 20, 24, 6, 11, 13, 9, 16, 3, 4, 22, 5, 14, 25, 10, 18, 15, 2, 7, 17, 1]
2			82		138.4314705719901			[1, 18, 7, 23, 25, 8, 10, 2, 4, 11, 15, 5, 20, 6, 12, 13, 19, 9, 21, 22, 16, 3, 24, 17, 14, 1]
2			83		139.5088681312052			[1, 11, 17, 22, 6, 2, 7, 8, 19, 5, 15, 14, 24, 18, 3, 9, 12, 23, 10, 16, 4, 20, 25, 13, 21, 1]
2			84		139.59442450961149			[1, 11, 17, 20, 4, 16, 22, 12, 9, 3, 19, 21, 14, 2, 13, 7, 23, 25, 6, 24, 8, 5, 10, 18, 15, 1]
2			85		139.6499771532519			[1, 6, 5, 17, 13, 19, 4, 25, 7, 2, 22, 14, 10, 8, 20, 3, 16, 23, 18, 12, 21, 15, 24, 9, 11, 1]
2			86		139.84782196510338			[1, 25, 22, 3, 6, 16, 14, 12, 11, 8, 17, 21, 2, 10, 18, 5, 7, 15, 19, 9, 13, 20, 24, 4, 23, 1]
2			87		139.88905223654598			[1, 12, 10, 24, 9, 23, 17, 3, 4, 21, 11, 15, 16, 14, 6, 8, 20, 18, 25, 5, 13, 22, 19, 2, 7, 1]
2			88		140.94703426047317			[1, 22, 10, 24, 9, 23, 17, 3, 4, 21, 11, 15, 16, 14, 6, 8, 20, 25, 12, 18, 13, 5, 19, 2, 7, 1]
2			89		141.28000501461378			[1, 4, 24, 19, 22, 17, 15, 23, 14, 6, 20, 21, 12, 10, 25, 9, 11, 16, 5, 8, 13, 3, 2, 7, 18, 1]
2			90		142.5727156496926			[1, 17, 4, 20, 21, 10, 5, 22, 8, 25, 6, 7, 12, 9, 23, 15, 14, 18, 24, 13, 19, 2, 3, 16, 11, 1]
2			91		143.0287521801618			[1, 23, 17, 6, 20, 2, 25, 18, 14, 3, 7, 21, 16, 22, 15, 11, 24, 13, 12, 5, 10, 9, 4, 8, 19, 1]
2			92		144.32392044553464			[1, 22, 25, 2, 4, 21, 20, 8, 13, 10, 12, 14, 24, 6, 19, 15, 3, 9, 18, 7, 23, 11, 5, 17, 16, 1]
2			93		144.78051746673572			[1, 21, 10, 24, 20, 23, 17, 14, 5, 7, 6, 19, 16, 4, 13, 8, 11, 25, 12, 18, 3, 22, 9, 2, 15, 1]
2			94		145.68601073115275			[1, 21, 22, 18, 17, 3, 15, 5, 24, 10, 25, 19, 9, 12, 8, 20, 14, 2, 4, 16, 23, 11, 7, 6, 13, 1]
2			95		145.97624416656586			[1, 4, 25, 6, 23, 17, 20, 18, 14, 3, 21, 10, 16, 22, 15, 11, 7, 24, 12, 5, 9, 2, 19, 8, 13, 1]
2			96		146.1636149733523			[1, 25, 5, 7, 10, 19, 2, 3, 24, 16, 23, 4, 14, 8, 20, 17, 22, 9, 18, 12, 21, 15, 13, 6, 11, 1]
2			97		147.08860776808393			[1, 14, 17, 13, 2, 25, 6, 21, 16, 9, 19, 15, 24, 12, 4, 7, 22, 5, 20, 23, 8, 3, 10, 18, 11, 1]
2			98		147.42906229181844			[1, 3, 18, 10, 5, 24, 20, 22, 17, 13, 12, 7, 9, 6, 23, 14, 4, 25, 15, 2, 19, 16, 21, 11, 8, 1]
2			99		149.2093196049847			[1, 3, 18, 23, 15, 17, 22, 12, 7, 24, 5, 20, 6, 8, 4, 2, 10, 13, 14, 16, 19, 9, 21, 25, 11, 1]
2			100		151.71903469843454			[1, 25, 17, 19, 22, 2, 15, 23, 14, 6, 20, 5, 24, 10, 4, 9, 11, 16, 21, 13, 12, 8, 3, 7, 18, 1]
